tconst,averageRating,runtimeMinutes,genres,directors,actor
tt1314655,6.3,80,"Horror,Mystery,Thriller",nm0235719,nm0582149
tt1315981,7.5,99,"Crime,Drama,Romance",nm1053530,nm0000147
tt1316037,1.7,105,"Fantasy,Horror,Mystery",nm1343100,nm3180472
tt1316536,6.6,84,"Crime,Horror",nm2015237,nm1882152
tt1318514,7.6,105,"Action,Drama,Sci-Fi",nm1012501,nm0290556
tt1318517,6.3,132,"Adventure,Comedy,Drama",nm0000416,nm0274574
tt1320239,6.1,91,"Comedy,Crime,History",nm0000484,nm0047155
tt1320244,5.7,87,"Horror,Mystery,Thriller",nm0821844,nm0264579
tt1320253,6.4,103,"Action,Adventure,Thriller",nm0000230,nm0000230
tt1320261,4.9,85,"Adventure,Comedy,Family",nm1224299,nm0085312
tt1320291,5.8,94,"Adventure,Drama,Horror",nm0871188,nm0909935
tt1321509,5.7,92,"Comedy,Drama",nm0001438,nm0001674
tt1321510,7.3,143,"Drama,Musical,Romance",nm0160840,nm6588867
tt1321511,5.8,104,"Action,Drama,Mystery",nm0000490,nm0000982
tt1321860,6.6,91,Drama,nm0000149,nm0000154
tt1321870,6.7,113,"Action,Crime,Drama",nm0281508,nm0000576
tt1322269,7.2,121,"Comedy,Drama",nm0920274,nm0000658
tt1322312,6.3,103,"Comedy,Romance",nm0123379,nm0000106
tt13223398,5.6,93,"Action,Adventure,Drama",nm0466349,nm13952911
tt1322930,6.8,113,"Drama,Romance",nm1463981,nm2115236
tt1323045,6.2,93,"Adventure,Drama,Mystery",nm1697112,nm0039162
tt1323594,7.6,95,"Adventure,Animation,Comedy","nm1853544,nm0719208",nm0136797
tt1324059,7.6,138,"Comedy,Drama,Romance",nm2209781,nm1633541
tt1324999,4.9,117,"Adventure,Drama,Fantasy",nm0174374,nm0829576
tt1325004,5.0,124,"Action,Adventure,Drama",nm1720541,nm0829576
tt1326972,7.5,142,"Action,Adventure,Drama",nm0000247,nm0504897
tt1327035,7.9,144,"Comedy,Drama,Romance",nm0440604,nm1867717
tt1327194,6.4,101,"Drama,Mystery,Romance",nm0382956,nm1374980
tt1327773,7.2,132,"Biography,Drama",nm0200005,nm0001845
tt13314558,6.1,113,"Action,Comedy,Fantasy",nm0675102,nm0004937
tt13320622,6.1,112,"Action,Adventure,Comedy","nm1887480,nm1519639",nm0000113
tt13320662,6.7,117,"Adventure,Comedy,Drama",nm1349376,nm0597388
tt13327038,6.3,118,Comedy,nm3066492,nm6161516
tt1333125,4.3,94,Comedy,"nm0192090,nm2455747,nm0711840,nm0001162,nm0139867,nm0006969,nm0109359,nm1158962,nm2086105,nm0644022,nm0268380,nm1743387,nm0348181",nm1297015
tt1334102,5.3,91,"Crime,Drama,Horror",nm0427037,nm0005476
tt1334260,7.1,103,"Drama,Romance,Sci-Fi",nm0738796,nm0461136
tt1334512,5.7,110,"Comedy,Romance",nm0934864,nm1258970
tt1334553,6.7,93,"Comedy,Crime,Thriller",nm1204442,nm0001383
tt13352968,7.2,97,"Comedy,Drama",nm1170520,nm0000668
tt1335975,6.2,128,"Action,Drama,Fantasy",nm0727754,nm0000206
tt1336608,5.9,123,"Comedy,Drama,Musical",nm0788202,nm2584600
tt1336617,6.3,91,"Comedy,Drama,Romance","nm0243231,nm0243233",nm0000604
tt1340107,7.6,118,"Drama,Romance",nm0081540,nm0675409
tt1340138,6.3,126,"Action,Adventure,Sci-Fi",nm0851930,nm0000216
tt13403046,6.7,114,"Horror,Thriller",nm6470216,nm8402992
tt1340800,7.0,127,"Drama,Mystery,Thriller",nm0019247,nm0000198
tt1341167,7.3,97,"Comedy,Crime,Drama",nm0606439,nm0011451
tt1341188,5.4,121,"Comedy,Drama,Romance",nm0000985,nm0000702
tt1343092,7.2,143,"Drama,Romance",nm0525303,nm0000138
tt1343097,7.3,147,"Crime,Drama,Thriller",nm0019242,nm0638824
tt1343727,7.1,95,"Action,Crime,Sci-Fi",nm0871428,nm0881631
tt13449624,6.1,148,"Comedy,Drama,Family",nm3262433,nm3315894
tt13453006,7.1,130,"Comedy,Drama",nm0048918,nm0005350
tt13456318,5.8,108,"Drama,Romance",nm5386710,nm0001290
tt1345836,8.4,164,"Action,Drama,Thriller",nm0634240,nm0000288
tt13491110,6.7,138,"Action,Crime,Drama",nm0542498,nm0006795
tt1349451,6.2,91,"Comedy,Drama",nm1637768,nm0004950
tt13510660,7.1,103,"Crime,Drama,Thriller","nm0534879,nm14184663",nm4449711
tt1351685,6.2,114,"Action,Adventure,Fantasy",nm0001741,nm0396558
tt1352824,6.3,96,Thriller,nm0000382,nm0000194
tt1355630,6.7,107,"Drama,Fantasy,Music",nm0191712,nm1631269
tt1355631,7.0,127,"Biography,Crime,Drama",nm1026778,nm0186505
tt1355644,7.0,116,"Drama,Romance,Sci-Fi",nm0878763,nm2225369
tt1355683,6.9,123,"Biography,Crime,Drama",nm0178376,nm0000136
tt13560574,6.6,105,"Horror,Mystery,Thriller",nm1488800,nm5301405
tt1356864,6.2,108,"Comedy,Drama,Music",nm0000729,nm0001618
tt1360860,7.9,119,"Drama,Mystery",nm1410815,nm0267042
tt13610562,4.7,126,Comedy,nm0031976,nm10036531
tt1361336,5.2,101,"Adventure,Animation,Comedy",nm1103162,nm1631269
tt1374989,5.8,108,"Action,Comedy,Fantasy",nm0824882,nm4141252
tt1374992,6.3,109,"Drama,Fantasy,Romance",nm0812626,nm0836343
tt1375666,8.8,148,"Action,Adventure,Sci-Fi",nm0634240,nm0000138
tt1375670,5.9,102,Comedy,nm0240797,nm0001191
tt1379177,6.7,100,"Crime,Thriller",nm2128335,nm2605345
tt1379182,7.2,97,"Drama,Thriller",nm0487166,nm1176651
tt1381404,6.4,125,"Drama,Thriller",nm0000602,nm0000602
tt13833688,7.8,117,Drama,nm0004716,nm0000409
tt13841850,6.1,100,"Drama,Fantasy,Horror",nm0307497,nm2976580
tt1385826,7.0,106,"Romance,Sci-Fi,Thriller",nm1079776,nm0000354
tt1385867,5.5,107,"Action,Comedy,Crime",nm0003620,nm0000246
tt1386588,6.6,107,"Action,Comedy,Crime",nm0570912,nm0002071
tt1386697,5.9,123,"Action,Adventure,Fantasy",nm0043742,nm0000226
tt1386703,6.2,118,"Action,Adventure,Sci-Fi",nm0936482,nm0268199
tt1386932,7.5,108,"Action,Biography,Drama",nm0948159,nm0947447
tt13873302,6.5,102,"Adventure,Drama,History",nm0282425,nm0182666
tt1389072,5.8,135,"Drama,Fantasy,Sci-Fi",nm0668247,nm0000354
tt1389096,6.4,95,"Comedy,Crime,Thriller",nm0001770,nm0000199
tt1389127,5.7,105,"Crime,Drama,History",nm0542642,nm0941777
tt1389137,7.1,124,"Comedy,Drama,Family",nm0001081,nm0000354
tt1390411,6.9,122,"Action,Adventure,Biography",nm0000165,nm1165110
tt13919802,6.5,147,"Action,Drama,Sport",nm1025280,nm4731677
tt1392170,7.2,142,"Action,Adventure,Sci-Fi",nm0002657,nm2225369
tt1392190,8.1,120,"Action,Adventure,Sci-Fi",nm0004306,nm0362766
tt1392214,8.1,153,"Crime,Drama,Mystery",nm0898288,nm0413168
tt1396218,6.0,94,"Comedy,Family,Fantasy",nm0914132,nm0000120
tt1396484,7.3,135,Horror,nm0615592,nm0803889
tt1397280,6.2,92,"Action,Crime,Thriller",nm0576298,nm0000553
tt1397514,5.7,94,"Action,Adventure,Comedy",nm0679031,nm1242688
tt1398426,7.8,147,"Biography,Drama,History",nm0336620,nm6578009
tt1399103,6.2,154,"Action,Adventure,Sci-Fi",nm0000881,nm0479471
tt1399683,7.1,100,"Drama,Mystery",nm0335138,nm2225369
tt1401143,6.6,84,"Adventure,Fantasy,Horror",nm1118351,nm0866918
tt1401152,6.8,113,"Action,Mystery,Thriller",nm1429471,nm0000553
tt1402488,5.8,117,"Adventure,Animation,Comedy","nm0004306,nm0248495,nm1668276",nm0000704
tt1403177,6.9,106,"Comedy,Drama",nm1127632,nm0330687
tt1403865,7.6,110,"Drama,Western","nm0001053,nm0001054",nm0000313
tt14039582,7.6,179,Drama,nm3152327,nm0632689
tt1403981,7.1,113,"Drama,Romance",nm0002339,nm1500155
tt14042066,4.6,132,"Drama,Fantasy,Mystery",nm0440604,nm3966456
tt1405365,6.6,92,"Comedy,Drama,Romance",nm1767218,nm0429069
tt14060094,4.8,104,"Action,Drama,Thriller",nm0931251,nm0000553
tt14079374,7.7,101,"Adventure,Documentary,Sport",nm4861887,nm11098641
tt1408101,7.7,132,"Action,Adventure,Sci-Fi",nm0009190,nm1517976
tt1408253,6.1,99,"Action,Comedy,Crime",nm1103162,nm0001084
tt1409024,6.8,106,"Action,Adventure,Comedy",nm0001756,nm0000226
tt1410063,7.5,146,"Drama,History,Romance",nm0955443,nm0000288
tt14107554,7.6,125,"Comedy,Drama",nm2262547,nm0045393
tt14109724,6.2,104,"Comedy,Romance",nm0662530,nm0000123
tt1411238,6.2,108,"Comedy,Romance",nm0718645,nm0000204
tt1411250,6.4,119,"Action,Adventure,Sci-Fi",nm0878638,nm0004874
tt14114802,7.1,105,"Crime,Drama,Mystery",nm2441699,nm0753314
tt1411697,6.5,102,Comedy,nm0680846,nm0177896
tt1411704,5.4,95,"Adventure,Animation,Comedy",nm0384722,nm1258970
tt1412386,7.2,124,"Comedy,Drama,Romance",nm0006960,nm0001132
tt1412528,5.8,87,"Comedy,Drama,Romance",nm0998825,nm0447695
tt14128670,6.3,89,"Crime,Drama,Thriller",nm0001752,nm2368789
tt1413492,6.5,130,"Action,Drama,History",nm3350420,nm1165110
tt1413495,5.6,106,"Drama,Thriller",nm0525659,nm2955013
tt14138650,6.6,128,"Crime,Horror,Mystery",nm0178376,nm0000288
tt1414382,5.7,105,"Comedy,Romance",nm0275698,nm0068338
tt14152756,8.1,89,"Adventure,Documentary",nm10293473,nm10293473
tt1415283,6.1,109,"Comedy,Family,Fantasy",nm1264352,nm0000668
tt1416801,7.0,106,"Biography,Crime,Drama",nm0378144,nm0829032
tt14174940,4.6,99,"Action,Adventure,Drama",nm2318689,nm0665235
tt1418377,5.1,92,"Action,Fantasy,Sci-Fi",nm0064181,nm0001173
tt14208870,7.6,151,Drama,nm0000229,nm0931329
tt14209916,6.0,95,"Comedy,Thriller",nm0006969,nm0005392
tt1421051,6.3,97,"Comedy,Drama,Romance",nm0001068,nm0001151
tt1422136,6.2,99,"Action,Adventure,Crime",nm1402202,nm0627995
tt1423894,7.3,134,"Comedy,Drama",nm0003557,nm0316079
tt1423995,5.4,105,"Drama,Thriller",nm0192845,nm0001570
tt1424310,6.0,122,"Action,Adventure,Comedy",nm0000329,nm0000329
tt1424381,6.4,107,"Action,Adventure,Fantasy",nm0030735,nm0004778
tt1424432,8.5,106,"Biography,Documentary,Sport",nm0438090,nm0784389
tt1424797,7.4,96,"Drama,Romance",nm0230859,nm0234237
tt14253846,6.6,97,"Drama,Horror,Thriller",nm0846369,nm1625296
tt1426329,6.2,93,"Biography,Drama","nm0258531,nm0295243",nm1086543
tt1428538,6.1,88,"Action,Fantasy,Horror",nm2482088,nm0719637
tt14298328,6.3,110,"Comedy,Drama,Romance",nm1393967,nm3929887
tt1430132,6.7,126,"Action,Sci-Fi",nm0003506,nm0413168
tt1430607,7.1,97,"Adventure,Animation,Comedy","nm0176905,nm0809877",nm0564215
tt1430612,5.6,90,"Action,Crime,Thriller",nm0216214,nm0908094
tt1430615,6.5,107,"Biography,Drama,Family",nm0477129,nm0000106
tt1430626,6.7,88,"Adventure,Animation,Comedy","nm0520485,nm0627920",nm0000424
tt14309446,5.1,101,Comedy,nm0357453,nm0366389
tt1431045,8.0,108,"Action,Comedy",nm1783265,nm0005351
tt1431181,7.4,129,"Comedy,Drama",nm0005139,nm0000980
tt1433108,6.4,98,"Action,Crime,Drama",nm0863387,nm0425005
tt14331144,7.8,105,"Action,Animation,Fantasy",nm4810022,nm4533533
tt1433811,7.5,115,"Drama,Thriller",nm0748066,nm0000867
tt1434447,7.5,150,"Comedy,Drama",nm0024912,nm1633541
tt1435513,6.7,100,"Biography,Comedy,Romance",nm0923330,nm0350454
tt1436045,7.5,141,"Action,Adventure,Drama",nm0586281,nm0945131
tt1436562,6.9,96,"Adventure,Animation,Comedy",nm0757858,nm0251986
tt1437358,7.2,102,"Crime,Drama,Horror",nm0049371,nm0869088
tt14376344,7.3,107,"Comedy,Drama",nm4323708,nm4323708
tt1438176,6.4,106,"Comedy,Horror",nm0318916,nm0947338
tt1438254,6.4,100,"Drama,Fantasy,Romance",nm0824882,nm1374980
tt1439572,7.0,92,"Drama,Romance,Sci-Fi",nm0533284,nm0000191
tt1440129,5.8,131,"Action,Adventure,Sci-Fi",nm0000916,nm0002907
tt1440161,6.2,107,"Comedy,Drama,Fantasy",nm0975026,nm0005028
tt1440232,7.1,154,"Comedy,Drama",nm0133899,nm0167388
tt1440292,7.3,97,"Comedy,Drama,Romance",nm1547964,nm1064292
tt1440345,6.7,118,"Adventure,Comedy,Drama",nm0815204,nm0000576
tt1440728,6.3,105,"Action,Crime,Drama",nm0179221,nm0000123
tt1441326,6.8,102,"Drama,Mystery,Thriller",nm1699934,nm0647634
tt1441395,6.3,108,"Drama,Horror,Mystery",nm0322242,nm0424060
tt1441912,7.3,123,"Comedy,Drama",nm0000389,nm0000640
tt1441951,6.8,98,"Comedy,Drama,Music",nm0000163,nm0001749
tt1441952,6.8,107,"Comedy,Drama,Romance",nm0002120,nm0000191
tt1441953,7.2,129,"Biography,Drama,History",nm0448757,nm2539953
tt14439896,6.5,124,"Biography,Drama",nm6793979,nm0000242
tt14444726,7.5,158,"Drama,Music",nm0276062,nm0000949
tt1446192,7.2,97,"Action,Adventure,Animation",nm0709056,nm0413168
tt1446714,7.0,124,"Adventure,Mystery,Sci-Fi",nm0000631,nm0636426
tt1447500,7.7,147,"Action,Drama,Fantasy",nm1442514,nm2776304
tt1448755,6.4,116,"Action,Crime,Thriller",nm1834213,nm0005458
tt1449283,7.1,63,"Adventure,Animation,Comedy","nm0027459,nm2320658",nm0191906
tt1450321,7.0,97,"Action,Comedy,Crime",nm1580671,nm0564215
tt1452628,4.9,92,"Horror,Mystery,Thriller",nm0026442,nm0159789
tt1453405,7.2,104,"Adventure,Animation,Comedy",nm0768959,nm0000345
tt1454029,8.1,146,Drama,nm0853238,nm0205626
tt1454468,7.7,91,"Drama,Sci-Fi,Thriller",nm0190859,nm0000113
tt14549466,5.9,107,"Drama,Horror,Sci-Fi",nm0000343,nm0001557
tt1456635,6.8,92,"Comedy,Drama,Sport",nm0236226,nm0005405
tt1456941,6.1,104,"Action,Adventure,Drama",nm0064181,nm1466205
tt1457767,7.5,112,"Horror,Mystery,Thriller",nm1490123,nm0933940
tt1458169,5.9,95,"Action,Crime,Thriller",nm1060986,nm0000932
tt1458175,7.3,133,"Action,Crime,Drama",nm0353673,nm0000128
tt14592064,6.0,95,"Comedy,Sport","nm3057695,nm8451296",nm0416673
tt1462041,6.0,92,"Drama,Mystery,Thriller",nm0006487,nm0185819
tt1462758,7.0,95,"Drama,Mystery,Thriller",nm0181579,nm0005351
tt1462769,6.6,105,"Comedy,Drama,Family",nm0373282,nm0004950
tt1462900,6.5,130,"Action,Biography,Drama",nm0939182,nm0504897
tt1464174,4.4,107,"Action,Comedy,Crime",nm0925870,nm0001454
tt14641788,6.7,129,"Action,Adventure,Crime",nm0102873,nm5611121
tt1464335,6.3,116,"Action,Adventure",nm0281508,nm4043618
tt1464540,6.1,111,"Action,Adventure,Sci-Fi",nm0142286,nm1641117
tt1464580,6.4,98,"Drama,Horror,Sci-Fi",nm0585344,nm1269733
tt1464763,5.4,126,"Mystery,Sci-Fi,Thriller",nm1512910,nm0002907
tt1465487,6.7,105,"Comedy,Romance",nm0154312,nm0244151
tt1465522,7.5,89,"Comedy,Horror",nm0185848,nm0479527
tt1467304,4.4,92,Horror,nm1519353,nm0489504
tt1468846,5.2,83,Comedy,nm1071898,nm1886602
tt1469304,5.5,116,"Action,Comedy,Crime",nm1164861,nm0425005
tt1470023,5.6,90,"Action,Comedy",nm1672246,nm0287182
tt1470827,6.4,94,"Adventure,Drama,Romance",nm2284484,nm1058940
tt14715170,5.2,93,"Comedy,Romance",nm0078943,nm0517820
tt14723224,1.5,125,"Action,Crime,Drama",nm1860612,nm4368838
tt1472584,4.6,92,"Action,Adventure,Fantasy",nm0376664,nm3656718
tt1473832,6.5,123,"Comedy,Drama,Romance",nm0536632,nm0000250
tt1474276,7.4,114,"Action,Adventure,Animation",nm0396074,nm1126340
tt1477076,5.5,90,"Crime,Horror,Mystery",nm0340436,nm0068551
tt1477715,7.2,111,"Documentary,Drama,Music",nm0650905,nm0001391
tt1477834,6.8,143,"Action,Adventure,Fantasy",nm1490123,nm0597388
tt1477837,6.3,87,Comedy,nm0037708,nm1159180
tt1478338,6.8,125,"Comedy,Romance",nm0082450,nm1325419
tt1478839,7.5,109,"Comedy,Drama,Romance",nm0193508,nm0000126
tt1478964,6.6,88,"Action,Adventure,Comedy",nm0180428,nm3915784
tt1480295,5.4,91,"Action,Drama,Thriller",nm0425756,nm0000134
tt1480656,5.1,109,"Crime,Drama,Fantasy",nm0000343,nm1500155
tt14807308,7.2,129,"Drama,History",nm0775056,nm9252018
tt1481572,6.7,100,"Comedy,Drama,Romance",nm1102140,nm1102140
tt14817272,5.6,89,"Crime,Drama,Mystery",nm2040537,nm1015262
tt1482459,6.4,86,"Adventure,Animation,Comedy","nm0719208,nm0049633",nm1374980
tt14826022,5.5,117,"Comedy,Romance",nm1244069,nm1706767
tt1483013,7.0,124,"Action,Adventure,Sci-Fi",nm2676052,nm0000129
tt1485796,7.5,105,"Biography,Drama,Musical",nm1243905,nm0413168
tt1486185,5.4,100,"Fantasy,Horror,Mystery",nm0362566,nm1086543
tt1486190,6.2,107,"Comedy,Drama,Romance",nm0001241,nm2605345
tt1486192,6.4,110,"Crime,Mystery,Thriller",nm0574625,nm0000131
tt1486834,6.8,98,"Comedy,Romance",nm0236226,nm0705356
tt1487118,6.2,97,"Comedy,Romance,Sport",nm1288766,nm0428065
tt14878948,1.1,95,"Action,Drama,War",nm1672531,nm3319431
tt1488555,6.3,112,"Comedy,Fantasy",nm0229694,nm0000867
tt1488589,7.6,117,"Animation,Drama,Family","nm0868219,nm0348993",nm0000191
tt1488606,6.4,125,"Action,Thriller",nm1170855,nm0000255
tt1489887,7.1,102,Comedy,nm1312575,nm3239803
tt1489889,6.3,107,"Action,Comedy,Crime",nm1098493,nm0425005
tt1490017,7.7,100,"Action,Adventure,Animation","nm0520488,nm0588087",nm0695435
tt1491044,6.8,106,"Biography,Crime,Drama",nm1033517,nm0788335
tt1496025,6.3,88,"Action,Fantasy,Horror","nm0617523,nm0825407",nm0000295
tt1496422,5.7,107,"Crime,Drama,Mystery",nm0200005,nm0000190
tt14992922,7.1,114,"Crime,Documentary",nm3220744,nm13418505
tt1499658,6.9,98,"Comedy,Crime",nm1164861,nm0000867
tt1502397,6.5,124,"Action,Comedy,Crime","nm4816401,nm4263190",nm0000226
tt1502404,5.4,104,"Action,Comedy,Fantasy",nm0527261,nm0000115
tt1502407,6.5,106,"Crime,Horror,Thriller",nm0337773,nm0000130
tt1502712,4.3,100,"Action,Adventure,Sci-Fi",nm2503633,nm1886602
tt15033192,5.7,92,"Crime,Drama,Thriller",nm1660595,nm0781981
tt1504320,8.0,118,"Biography,Drama,History",nm0393799,nm0000147
tt1506999,5.8,93,"Action,Drama,Thriller",nm0001752,nm2442289
tt15083184,6.1,110,Thriller,nm2035118,nm3379444
tt1508675,7.2,93,"Comedy,Drama",nm0442454,nm0932870
tt15097216,8.8,164,"Crime,Drama,Mystery",nm4377096,nm1421814
tt1509767,5.7,110,"Action,Adventure,Fantasy",nm0027271,nm0503567
tt1512235,6.7,96,"Action,Comedy,Crime",nm0348181,nm0933988
tt1512685,6.7,118,"Horror,Mystery,Thriller",nm0602616,nm0749104
tt15145764,7.5,124,"Drama,Mystery,Romance",nm1492802,nm4449711
tt1515091,7.4,129,"Action,Adventure,Mystery",nm0005363,nm0000375
tt15163652,6.1,146,"Action,Adventure,Crime",nm6474441,nm0015001
tt1517260,5.8,125,"Action,Adventure,Drama",nm0629272,nm1519680
tt1517451,7.6,136,"Drama,Music,Romance",nm0177896,nm3078932
tt1517489,3.5,89,"Action,Adventure,Comedy",nm0001675,nm0004695
tt1521197,6.8,130,"Drama,Thriller",nm0000386,nm0406975
tt1524137,6.4,109,"Action,Crime,Drama",nm0466349,nm0000242
tt1524930,6.1,99,"Adventure,Comedy","nm0197855,nm0326246",nm1159180
tt15255876,6.7,97,"Crime,Drama,Thriller",nm3621304,nm2201555
tt1527186,7.1,135,"Drama,Sci-Fi",nm0001885,nm0000379
tt1527788,7.7,119,"Action,Crime,Drama",nm2556572,nm1047193
tt1528071,6.4,120,"Comedy,Crime,Drama",nm0014960,nm0705356
tt1528100,6.0,150,"Action,Adventure,Drama",nm0000631,nm0000288
tt1528854,6.1,96,"Comedy,Family",nm1890845,nm0002071
tt1529572,6.9,106,"Crime,Drama,Thriller",nm0001710,nm0654110
tt15301048,7.6,140,"Biography,Crime,Drama",nm1377207,nm0201857
tt1530509,3.8,91,Horror,nm1519353,nm4030776
tt1531663,6.4,97,Drama,nm3656297,nm0002071
tt1531901,6.5,118,"Drama,Fantasy,Horror",nm0001403,nm1519680
tt1532503,7.2,105,"Comedy,Drama,Romance",nm0590122,nm0000191
tt15325794,6.4,107,Thriller,nm1470993,nm1534201
tt15327088,8.3,148,"Action,Adventure,Drama",nm6142895,nm6142895
tt1535108,6.6,109,"Action,Drama,Sci-Fi",nm0088955,nm0000354
tt1535109,7.8,134,"Action,Biography,Crime",nm0339030,nm0000158
tt1535438,6.3,100,"Comedy,Drama,Romance",nm0291205,nm0000658
tt1535616,5.8,112,"Drama,Horror,Sci-Fi",nm1164755,nm0314514
tt1536044,5.7,91,"Horror,Mystery",nm0931095,nm2209370
tt1536537,6.8,123,"Action,Crime,Fantasy",nm2482088,nm0636426
tt1538403,5.8,130,"Action,Adventure,Fantasy",nm0958969,nm2934314
tt1540011,5.0,89,"Horror,Mystery,Thriller",nm1417392,nm4372483
tt1540128,5.7,105,"Comedy,Romance,Sport",nm0610831,nm0124930
tt1540133,7.3,96,"Comedy,Crime,Thriller",nm0567620,nm0322407
tt1541160,6.3,87,"Comedy,Crime,Mystery",nm0591450,nm0001131
tt1542344,7.5,94,"Biography,Drama",nm0000965,nm0290556
tt1542768,5.9,98,"Action,Comedy,Crime",nm0905592,nm0416673
tt1545660,5.5,86,"Action,Adventure,Comedy",nm1362570,nm0477127
tt1547234,6.5,91,"Action,Crime,Thriller",nm0462895,nm0330687
tt15474916,6.6,115,"Horror,Mystery,Thriller",nm6475689,nm1788739
tt1549572,6.9,92,"Drama,Romance,Sci-Fi",nm2648685,nm1779870
tt1549920,6.3,107,"Action,Thriller,Western",nm0453518,nm0000216
tt15501640,8.2,140,"Crime,Drama,Mystery",nm2391751,nm0222426
tt1555149,8.0,115,"Action,Crime,Drama",nm0655683,nm0609944
tt1559547,6.1,124,"Drama,Fantasy,Romance",nm0481418,nm2129444
tt1559549,7.4,93,"Biography,Documentary,History","nm1770672,nm0432631",nm4319742
tt15600222,7.0,130,"Action,Comedy,Crime",nm5518137,nm4731677
tt1560139,7.5,87,"Comedy,Drama",nm0169806,nm2034752
tt1560220,6.7,99,"Action,Comedy,Horror",nm0281508,nm0000437
tt1560747,7.1,138,Drama,nm0000759,nm0001618
tt1560985,4.2,83,Horror,nm0068587,nm1223326
tt1562871,4.7,156,"Action,Adventure,Sci-Fi",nm1025280,nm0451321
tt1562872,8.2,155,"Comedy,Drama,Musical",nm0015295,nm0004335
tt1563738,7.0,107,"Drama,Romance",nm0771054,nm0004266
tt1563742,6.0,112,"Comedy,Romance",nm0338576,nm0220240
tt1564349,6.8,113,"Drama,Family",nm0001747,nm0000151
tt1564367,6.4,117,"Comedy,Romance",nm0240797,nm0001191
tt1564585,4.5,92,"Action,Sci-Fi,Thriller","nm0833779,nm0833780",nm0050156
tt15654262,7.6,135,"Crime,Mystery,Romance",nm2669564,nm4921260
tt1567437,6.3,103,"Comedy,Crime,Horror",nm2277869,nm0005351
tt1567609,6.9,96,"Action,Drama,Thriller",nm0344496,nm0000154
tt15679400,6.1,100,"Horror,Mystery,Thriller",nm0796117,nm1176985
tt1568338,6.6,102,"Action,Crime,Thriller",nm1300606,nm0941777
tt1568346,7.8,158,"Crime,Drama,Mystery",nm0000399,nm0185819
tt1568911,7.2,146,"Action,Adventure,Drama",nm0000229,nm3528539
tt1568921,7.6,94,"Adventure,Animation,Drama",nm0948488,nm0688132
tt1570728,7.4,118,"Comedy,Drama,Romance","nm0275629,nm0720135",nm0136797
tt1571222,6.4,99,"Biography,Drama,Romance",nm0000343,nm1055413
tt1571234,6.1,128,"Action,Adventure,Fantasy",nm0729514,nm2623492
tt1571249,6.8,93,"Comedy,Drama,Romance",nm2574897,nm1325419
tt1572315,4.8,92,"Horror,Thriller",nm0525141,nm1275259
tt1578275,5.3,111,"Comedy,Drama",nm0000165,nm0000681
tt15791034,7.0,102,"Horror,Mystery,Thriller",nm1199107,nm3569284
tt1582248,6.8,100,"Biography,Drama","nm0440859,nm0440860",nm0262635
tt1582507,5.5,101,"Drama,Horror,Thriller",nm0867127,nm2225369
tt1583420,6.1,98,"Comedy,Drama,Romance",nm0000158,nm0000158
tt1583421,5.7,110,"Action,Adventure,Sci-Fi",nm0160840,nm0425005
tt1584016,7.1,87,"Documentary,Drama,Mystery","nm1160962,nm1413364",nm1488260
tt1586265,5.7,110,"Comedy,Drama,Romance",nm0428600,nm0000139
tt1586752,6.7,129,"Action,Biography,Crime",nm0286975,nm0124930
tt1587310,6.9,97,"Adventure,Family,Fantasy",nm0834902,nm0001401
tt1587707,7.9,87,"Comedy,Crime,Documentary",nm2612991,nm2612991
tt1588170,7.8,144,"Action,Crime,Drama",nm0453518,nm0496932
tt1588173,6.8,98,"Comedy,Horror,Romance",nm1349522,nm0396558
tt1588334,6.5,83,"Comedy,Drama","nm0243231,nm0243233",nm0781981
tt1588398,5.3,101,"Drama,Mystery,Romance",nm3772967,nm0115161
tt1590089,7.7,106,"Drama,Thriller",nm0620363,nm0559381
tt1590193,6.3,104,"Action,Mystery,Thriller",nm1429471,nm0000553
tt1591095,6.8,103,"Horror,Mystery,Thriller",nm1490123,nm0933940
tt1591479,6.4,110,"Action,Adventure,Thriller","nm0566788,nm0915304",nm0891514
tt1592281,6.5,116,"Comedy,Drama",nm0001631,nm0931329
tt1592525,6.0,95,"Action,Sci-Fi,Thriller","nm1140492,nm1908892",nm0001602
tt1592873,4.3,97,"Comedy,Drama,Romance",nm0018132,nm1415323
tt1594562,5.5,101,"Drama,Horror,Mystery",nm1488800,nm0668139
tt1594918,7.0,104,Comedy,nm1699659,nm0015130
tt1595656,5.8,112,"Drama,Romance",nm0000517,nm0000255
tt1596342,5.6,119,"Adventure,Animation,Comedy",nm0788202,nm0010736
tt1596343,7.3,130,"Action,Crime,Thriller",nm0510912,nm0004874
tt1596345,7.0,115,"Biography,Drama,History",nm0001880,nm0001497
tt1596346,7.0,112,"Biography,Drama,Family",nm0573732,nm1455681
tt1596350,6.3,103,"Action,Comedy,Romance",nm0629334,nm0000702
tt1596363,7.8,130,"Biography,Comedy,Drama",nm0570912,nm0000288
tt1596365,6.4,95,"Drama,Fantasy,Horror",nm1220140,nm0705356
tt1598642,6.0,98,"Drama,Romance,Sci-Fi",nm0957505,nm0252230
tt1598778,6.8,106,"Drama,Thriller",nm0001752,nm0000354
tt1598822,5.6,118,"Comedy,Romance",nm0005190,nm0000572
tt1598828,5.3,91,"Action,Comedy,Crime",nm1455688,nm0001337
tt1598873,6.2,108,"Action,Crime,Drama",nm1561205,nm0000293
