tconst,averageRating,runtimeMinutes,genres,directors,actor
tt0217630,5.3,98,"Comedy,Romance",nm0002132,nm0004755
tt0217869,7.3,106,"Drama,Mystery,Sci-Fi",nm0796117,nm0000246
tt0218817,6.1,108,"Action,Crime,Drama",nm0398185,nm0000202
tt0218839,7.4,90,Comedy,nm0001302,nm0929609
tt0218922,6.0,116,"Drama,Mystery,Romance",nm0188165,nm0000104
tt0218967,6.8,125,"Comedy,Drama,Fantasy",nm0711840,nm0000115
tt0219653,4.9,99,"Action,Fantasy,Horror",nm0527261,nm0124930
tt0219699,6.7,112,"Drama,Fantasy,Horror",nm0000600,nm0000949
tt0219854,6.1,104,"Comedy,Family,Fantasy",nm0005509,nm0000246
tt0219965,6.5,123,"Comedy,Crime,Drama",nm0001469,nm0000246
tt0220506,3.9,90,"Horror,Thriller",nm0742819,nm0000130
tt0221027,7.5,124,"Biography,Crime,Drama",nm0001130,nm0000136
tt0221073,7.1,94,"Biography,Crime,Drama",nm0231596,nm0051509
tt0221218,5.8,106,"Crime,Drama,Mystery",nm0755261,nm0000178
tt0222851,7.1,114,"Crime,Drama,Thriller",nm0001429,nm0001429
tt0223897,7.2,123,Drama,nm0001460,nm0000228
tt0225071,5.7,102,"Drama,Romance",nm0001502,nm0000182
tt0227445,6.8,124,"Action,Crime,Drama",nm0000568,nm0000134
tt0227538,5.6,88,"Action,Adventure,Comedy",nm0001675,nm0891786
tt0227984,6.3,93,"Action,Comedy,Crime",nm0950553,nm0000168
tt0228333,4.9,98,"Action,Horror,Sci-Fi",nm0000118,nm0000449
tt0228750,6.3,135,"Action,Drama,Thriller",nm0000431,nm0000212
tt0228786,6.9,106,"Crime,Mystery,Thriller",nm0440913,nm0000606
tt0229260,4.0,90,"Adventure,Fantasy,Horror",nm0075666,nm0232998
tt0230011,6.9,95,"Action,Adventure,Animation","nm0873779,nm0936374",nm0000150
tt0230030,6.1,93,"Comedy,Fantasy",nm0000601,nm0000409
tt0230600,7.6,101,"Horror,Mystery,Thriller",nm0024622,nm0000173
tt0230838,6.7,119,"Drama,Romance",nm0640466,nm0000206
tt0231402,4.8,95,"Action,Adventure,Comedy",nm0934578,nm0001357
tt0231775,5.4,87,"Comedy,Fantasy","nm0919363,nm0919369",nm0001674
tt0232500,6.8,106,"Action,Crime,Thriller",nm0003418,nm0004874
tt0233142,5.9,125,"Action,Comedy,Crime",nm0509028,nm0000621
tt0233469,5.5,108,"Action,Drama,Thriller",nm0001112,nm0000216
tt0234215,7.2,138,"Action,Sci-Fi","nm0905152,nm0905154",nm0000206
tt0235737,7.0,103,"Crime,Drama,Mystery",nm0142286,nm0000174
tt0236027,7.5,109,"Action,Comedy,Crime",nm0421314,nm0683587
tt0236348,5.5,98,"Comedy,Music","nm0253323,nm0438226,nm1989536",nm0000337
tt0236493,6.1,123,"Adventure,Comedy,Crime",nm0893659,nm0000093
tt0236784,6.1,109,"Comedy,Drama,Thriller",nm0000958,nm0000112
tt0237534,7.0,142,"Action,Adventure,Drama",nm0304521,nm0494078
tt0237572,6.8,124,"Crime,Drama,Mystery",nm0000576,nm0000197
tt0238112,5.9,131,"Drama,Music,Romance",nm0006960,nm0000115
tt0238380,7.3,107,"Action,Drama,Sci-Fi",nm0934483,nm0000288
tt0238546,5.2,101,"Drama,Fantasy,Horror",nm0753382,nm0004691
tt0238936,7.5,185,"Drama,Musical,Romance",nm0080220,nm0451321
tt0239395,5.1,87,"Action,Adventure,Comedy",nm0349183,nm0000285
tt0239948,5.8,90,"Comedy,Crime,Romance",nm0240797,nm0004755
tt0240462,4.7,87,"Comedy,Family,Fantasy",nm0139867,nm0000552
tt0240468,6.2,81,"Action,Comedy",nm0644203,nm0644203
tt0240510,6.5,132,"Action,Adventure,Drama",nm0001408,nm0005132
tt0240515,4.6,87,Comedy,nm0338381,nm0338381
tt0240772,7.7,116,"Crime,Thriller",nm0001752,nm0000123
tt0240890,6.8,90,"Comedy,Romance",nm0155093,nm0000131
tt0241025,6.2,141,Drama,nm0619762,nm0000702
tt0241303,7.3,121,"Drama,Romance",nm0002120,nm0000300
tt0241527,7.6,152,"Adventure,Family,Fantasy",nm0001060,nm0705356
tt0241760,5.8,88,Comedy,nm0214036,nm0702809
tt0242193,6.9,108,"Biography,Crime,Drama",nm0164187,nm0000605
tt0242423,5.5,83,"Comedy,Mystery,Sci-Fi",nm0500444,nm0005110
tt0242445,5.6,101,"Action,Crime,Thriller",nm0005647,nm0000219
tt0242519,8.1,156,"Action,Comedy,Crime",nm0698184,nm0474774
tt0242527,6.2,102,"Drama,Mystery,Thriller",nm0358327,nm0000301
tt0242653,6.7,129,"Action,Sci-Fi","nm0905154,nm0905152",nm0000206
tt0242998,4.9,96,"Horror,Mystery,Thriller",nm0087595,nm0000612
tt0243017,7.7,99,"Animation,Drama,Fantasy",nm0000500,nm0000160
tt0243133,7.5,116,"Crime,Drama",nm0001054,nm0000671
tt0243155,6.8,97,"Comedy,Drama,Romance",nm0536632,nm0000250
tt0243585,5.5,77,"Adventure,Animation,Comedy",nm0591450,nm0000150
tt0243655,6.5,97,"Comedy,Romance",nm0906476,nm0000413
tt0243736,5.6,96,"Comedy,Romance",nm0499724,nm0001326
tt0244244,6.5,99,"Action,Crime,Thriller",nm0784061,nm0000237
tt0244316,8.1,173,"Drama,Romance",nm0945981,nm0943150
tt0244970,6.0,97,"Comedy,Romance",nm0001282,nm0000171
tt0245238,6.8,103,"Drama,Romance",nm0690794,nm0005305
tt0245429,8.6,125,"Adventure,Animation,Family",nm0594503,nm0153738
tt0245562,6.1,134,"Action,Drama,War",nm0000247,nm0000115
tt0245574,7.7,106,Drama,nm0190859,nm0893941
tt0245674,5.6,91,"Fantasy,Horror",nm0065284,nm0001724
tt0245686,6.0,91,"Adventure,Comedy,Drama",nm0330140,nm0005450
tt0245712,8.1,154,"Drama,Thriller",nm0327944,nm0248408
tt0245803,5.4,104,"Action,Comedy,Fantasy",nm0402995,nm0000334
tt0245844,7.7,131,"Action,Adventure,Drama",nm0721817,nm0001029
tt0246460,6.1,133,"Action,Adventure,Thriller",nm0848414,nm0000112
tt0246464,6.4,85,"Comedy,Crime,Thriller",nm0001756,nm0000741
tt0246578,8.0,113,"Drama,Mystery,Sci-Fi",nm0446819,nm0350453
tt0246677,7.0,97,"Crime,Drama,Romance",nm0878756,nm0000949
tt0246894,3.1,98,"Action,Sci-Fi,Sport",nm0001532,nm0005098
tt0247196,7.2,133,"Biography,Drama,Romance",nm0773603,nm0000849
tt0247199,7.1,98,Drama,nm0063785,nm0331516
tt0247425,7.4,131,"Crime,Drama",nm0276062,nm0929489
tt0247586,7.9,114,"Crime,Drama,Thriller",nm0081433,nm0201857
tt0247638,6.4,115,"Comedy,Family,Romance",nm0005190,nm0000267
tt0247745,7.0,100,"Comedy,Crime,Mystery",nm0151540,nm0151540
tt0248126,7.4,210,"Drama,Musical,Romance",nm0424103,nm0451321
tt0248667,6.7,157,"Biography,Drama,Sport",nm0000520,nm0000226
tt0248845,7.7,95,"Comedy,Drama,Music",nm0593463,nm0593463
tt0249462,7.7,110,"Drama,Music",nm0197636,nm0068260
tt0249478,5.6,89,"Crime,Mystery,Thriller",nm0000887,nm0000237
tt0250223,6.6,107,"Adventure,Comedy,Family",nm0149260,nm0000367
tt0250224,6.4,99,"Drama,Romance",nm0007082,nm0000379
tt0250258,7.7,120,"Drama,Thriller",nm0386570,nm0001953
tt0250494,6.4,96,"Comedy,Romance",nm0525659,nm0000702
tt0250687,6.4,112,"Action,Adventure,Comedy",nm0958387,nm0005227
tt0250797,6.7,124,"Drama,Romance,Thriller",nm0001490,nm0000152
tt0251075,6.1,101,"Comedy,Sci-Fi",nm0718645,nm0000141
tt0251114,6.3,125,"Drama,War",nm0387706,nm0000246
tt0251127,6.4,116,"Comedy,Romance",nm0677953,nm0005028
tt0251160,7.1,116,"Crime,Drama,Thriller",nm0001024,nm0000243
tt0251736,6.0,89,Horror,nm0957772,nm0354085
tt0252028,5.4,91,"Comedy,Romance",nm0593610,nm0000255
tt0252076,5.3,105,"Comedy,Drama,Romance",nm0911061,nm0000182
tt0252299,6.7,98,"Comedy,Crime,Drama",nm0429963,nm0001618
tt0252444,7.4,94,"Biography,Drama",nm0637518,nm1082266
tt0252501,6.9,101,"Drama,Mystery",nm0382956,nm0000164
tt0252503,6.5,109,"Action,Crime,Drama",nm0000519,nm0000432
tt0252866,6.4,108,Comedy,nm0736930,nm0004755
tt0253474,8.5,150,"Biography,Drama,Music",nm0000591,nm0004778
tt0253556,6.2,101,"Action,Adventure,Fantasy",nm0101385,nm0000190
tt0253754,6.4,116,"Action,Adventure,Sci-Fi",nm0000829,nm0001772
tt0253867,5.1,84,"Comedy,Romance",nm0474955,nm0000139
tt0254455,7.0,128,"Drama,Romance",nm0575523,nm0891895
tt0254481,7.1,171,"Action,Drama,Romance",nm0004363,nm0004335
tt0254686,7.5,131,"Drama,Music",nm0359734,nm0001376
tt0255798,4.8,84,"Comedy,Sci-Fi",nm0339004,nm0001705
tt0256009,7.4,106,"Drama,Horror,Thriller",nm0868219,nm0004650
tt0256380,6.0,114,"Comedy,Drama,Fantasy","nm0125803,nm0268380",nm0085312
tt0256415,6.2,108,"Comedy,Romance",nm0855035,nm0000702
tt0257044,7.7,117,"Crime,Drama,Thriller",nm0005222,nm0000158
tt0257076,6.0,117,"Action,Adventure,Crime",nm0424800,nm0000168
tt0257106,5.3,83,"Comedy,Horror",nm0005540,nm0267506
tt0257360,7.2,125,Drama,nm0668247,nm0000197
tt0257516,5.0,97,"Comedy,Horror",nm0000127,nm0000207
tt0257568,4.5,89,"Action,Adventure,Comedy",nm0573589,nm0026364
tt0257756,6.3,115,"Crime,Drama,Mystery",nm0002083,nm0001029
tt0258000,6.8,112,"Crime,Drama,Thriller",nm0000399,nm0000149
tt0258068,7.0,101,"Drama,Romance,Thriller",nm0637518,nm0000323
tt0258153,6.1,117,"Comedy,Drama,Sci-Fi",nm0629272,nm0000199
tt0258463,7.9,119,"Action,Mystery,Thriller",nm0510731,nm0004376
tt0258470,5.7,84,"Adventure,Comedy,Romance",nm0370911,nm0350453
tt0259288,6.1,104,"Drama,Fantasy,Mystery",nm0001723,nm0000126
tt0259324,5.3,110,"Action,Fantasy,Thriller",nm0425756,nm0000115
tt0259446,6.6,95,"Comedy,Drama,Romance",nm0959034,nm0889522
tt0259711,6.9,136,"Fantasy,Mystery,Romance",nm0001081,nm0000129
tt0260866,6.3,113,"Drama,Mystery,Thriller",nm0001219,nm0000140
tt0260991,7.7,110,"Action,Drama,Thriller",nm0661791,nm0498472
tt0261392,6.8,104,Comedy,nm0003620,nm0582939
tt0261983,6.4,100,"Drama,Horror,Mystery",nm0026442,nm0000325
tt0263488,6.2,90,"Horror,Mystery",nm0759207,nm0005312
tt0263757,6.1,92,"Comedy,Drama,Romance",nm0945026,nm0005261
tt0264150,5.3,87,"Comedy,Romance",nm0000853,nm0000569
tt0264395,6.4,98,"Action,Crime,Drama",nm0001532,nm0000237
tt0264464,8.1,141,"Biography,Crime,Drama",nm0000229,nm0000138
tt0264472,6.5,98,"Drama,Thriller",nm0585011,nm0000255
tt0264616,7.2,100,"Crime,Drama,Thriller",nm0000200,nm0000200
tt0264796,7.5,125,Drama,nm0005563,nm0159789
tt0264935,6.1,115,"Crime,Mystery,Thriller",nm0775447,nm0000113
tt0265029,5.7,102,"Comedy,Romance",nm0005387,nm0000210
tt0265086,7.7,144,"Action,Drama,History",nm0000631,nm0001326
tt0265087,4.9,95,"Adventure,Comedy,Fantasy",nm0432627,nm0001454
tt0265208,6.7,109,"Comedy,Drama,Romance",nm0339004,nm0386472
tt0265298,5.5,88,"Adventure,Comedy,Family",nm0506613,nm0005260
tt0265343,7.3,114,"Comedy,Drama,Romance",nm0619762,nm0787462
tt0265349,6.4,119,"Drama,Horror,Mystery",nm0671210,nm0000152
tt0265459,6.8,96,"Drama,Thriller",nm0738796,nm0000245
tt0265662,6.9,127,"Drama,Family,Sport",nm0359387,nm0000598
tt0265666,7.6,110,"Comedy,Drama",nm0027572,nm0000432
tt0266308,7.6,114,"Action,Adventure,Drama",nm0297935,nm0297885
tt0266452,6.3,109,"Comedy,Crime,Drama",nm0000362,nm0000245
tt0266465,6.0,109,"Action,Crime,Drama",nm0336620,nm0004874
tt0266489,5.9,89,Comedy,nm0000362,nm0001774
tt0266543,8.2,100,"Adventure,Animation,Comedy","nm0004056,nm0881279",nm0000983
tt0266697,8.2,111,"Action,Crime,Drama",nm0000233,nm0000235
tt0266915,6.6,90,"Action,Comedy,Crime",nm0711840,nm0000329
tt0266987,7.0,126,"Action,Crime,Thriller",nm0001716,nm0000602
tt0267626,6.7,138,"Drama,History,Thriller",nm0000941,nm0000148
tt0267804,5.9,87,"Action,Sci-Fi,Thriller",nm0939128,nm0001472
tt0267891,5.8,94,"Comedy,Sport",nm0087904,nm0424216
tt0267913,5.2,89,"Adventure,Comedy,Family",nm0331532,nm0000498
tt0268126,7.7,115,"Comedy,Drama",nm0005069,nm0000115
tt0268380,7.5,81,"Adventure,Animation,Comedy","nm0917188,nm0757858",nm0001459
tt0268397,6.0,82,"Action,Adventure,Animation",nm0204884,nm0220635
tt0268695,6.0,96,"Action,Adventure,Sci-Fi",nm0920425,nm0001602
tt0268978,8.2,135,"Biography,Drama",nm0000165,nm0000128
tt0268995,6.9,152,"Drama,Romance",nm0001104,nm0000120
tt0269095,6.1,108,"Crime,Drama,Mystery",nm0001994,nm0000134
tt0269347,6.0,94,"Action,Crime,Drama",nm0001243,nm0000169
tt0270288,7.0,113,"Biography,Comedy,Crime",nm0000123,nm0005377
tt0270846,1.5,88,"Comedy,Family,Sci-Fi",nm0163706,nm0000685
tt0270980,4.7,86,"Comedy,Romance",nm0001878,nm0005110
tt0271027,6.6,98,"Action,Crime,Thriller",nm0619599,nm0001472
tt0271263,5.3,76,"Animation,Comedy,Musical",nm0444054,nm0001191
tt0271367,5.5,99,"Action,Adventure,Comedy",nm0253819,nm0000274
tt0271668,5.6,88,"Action,Comedy,Crime",nm0240797,nm0001454
tt0272020,6.9,131,"Action,Drama,Thriller",nm0527109,nm0000602
tt0272152,7.4,120,"Drama,Mystery,Sci-Fi",nm0812200,nm0000228
tt0272207,7.1,105,"Crime,Drama,Mystery",nm0138620,nm0000501
tt0272338,7.3,95,"Comedy,Drama,Romance",nm0000759,nm0001191
tt0273923,6.2,82,"Comedy,Drama",nm0440458,nm0004988
tt0274166,6.2,89,"Action,Adventure,Comedy",nm0398185,nm0000100
tt0274309,7.3,117,"Biography,Comedy,Drama",nm0935863,nm0176869
tt0274558,7.5,110,"Drama,Romance",nm0197636,nm0000658
tt0274812,6.9,107,"Comedy,Drama,Romance",nm0787601,nm0000652
tt0275022,3.6,93,"Comedy,Drama,Romance",nm0205542,nm0005453
tt0275277,7.8,115,"Action,Animation,Crime","nm0913860,nm0645513,nm0645657,nm1988172",nm0082507
tt0275491,7.4,106,"Crime,Drama",nm0000264,nm0305558
tt0275719,7.2,86,Drama,nm0000500,nm0000160
tt0275847,7.3,85,"Adventure,Animation,Comedy","nm0213450,nm0761498",nm0153738
tt0276751,7.1,101,"Comedy,Drama,Romance","nm0919363,nm0919369",nm0000424
tt0276816,6.1,105,"Action,Horror,Mystery",nm0878638,nm0339304
tt0276919,8.0,178,"Crime,Drama",nm0001885,nm0000173
tt0277027,7.6,132,Drama,nm0625458,nm0000576
tt0277296,5.5,92,"Action,Adventure,Fantasy",nm0751080,nm0425005
tt0277371,5.7,89,Comedy,nm0302778,nm0500200
tt0277434,7.1,138,"Action,Drama,History",nm0908824,nm0000154
tt0277941,6.4,110,"Action,Adventure,Biography",nm0429963,nm0005132
tt0278435,5.7,115,"Crime,Drama,Thriller",nm0000776,nm0000182
tt0278488,6.2,93,"Comedy,Fantasy",nm0245888,nm0541218
tt0278500,6.8,97,"Comedy,Drama,Romance",nm0662529,nm0000391
tt0278504,7.2,118,"Drama,Mystery,Thriller",nm0634240,nm0000199
tt0278731,6.8,98,"Drama,Mystery,Thriller",nm0000343,nm0000146
tt0278823,6.5,112,"Comedy,Romance",nm0000095,nm0000095
tt0279113,6.4,93,"Drama,Romance",nm0037708,nm0000098
tt0279331,6.6,118,"Crime,Drama,Thriller",nm0005421,nm0000621
tt0279493,5.9,86,"Action,Comedy",nm0002700,nm0341176
tt0279778,6.1,116,Drama,nm0451884,nm0000113
tt0280030,5.8,72,"Adventure,Animation,Family","nm1180460,nm0177015",nm0915814
tt0280380,6.1,106,"Action,Crime,Drama",nm0001502,nm0000102
tt0280486,5.6,116,"Action,Comedy,Thriller",nm0001708,nm0000164
tt0280491,7.6,111,"Drama,History,War",nm0339030,nm0626362
tt0280590,5.8,96,"Comedy,Romance",nm0109359,nm0001191
tt0280609,6.8,105,"Action,Horror,Thriller",nm0551076,nm0675730
tt0280665,6.2,114,"Crime,Drama,Mystery",nm0000361,nm0005381
tt0280707,7.2,137,"Comedy,Drama,Mystery",nm0000265,nm0001749
tt0280760,6.9,98,"Comedy,Drama",nm0824882,nm0001085
tt0281322,6.1,96,"Action,Crime,Drama",nm0001353,nm0000648
tt0281358,7.3,101,"Drama,Romance",nm0788202,nm0601553
tt0281364,6.6,94,"Action,Comedy,Crime",nm0470443,nm0000606
tt0281373,5.2,99,"Adventure,Comedy,Family",nm0505152,nm0000421
tt0281686,6.9,92,"Comedy,Fantasy,Horror",nm0181741,nm0132257
tt0282209,4.9,86,"Fantasy,Horror,Mystery",nm0509448,nm1015096
tt0282687,5.7,103,"Comedy,Romance",nm0378893,nm0001401
tt0283003,6.7,101,"Comedy,Crime,Drama",nm0959774,nm0005403
tt0283026,5.1,85,"Drama,Thriller",nm0689852,nm0103038
tt0283084,6.6,90,"Drama,Family,Fantasy",nm0751221,nm0088127
tt0283111,6.4,92,"Comedy,Romance",nm0065608,nm0005351
tt0283139,7.1,109,Drama,nm0467225,nm0000201
tt0283509,7.9,98,"Comedy,Drama,War",nm0849786,nm0229301
tt0283832,7.0,111,"Comedy,Crime,Musical",nm0654830,nm0000272
tt0283900,7.3,122,"Comedy,Drama,Romance",nm0458251,nm0244151
tt0284837,6.2,85,Comedy,nm0617042,nm0056187
tt0284978,6.7,95,"Mystery,Sci-Fi,Thriller",nm0622112,nm0000562
tt0285462,4.9,94,Comedy,nm0622240,nm0000421
tt0285492,5.5,94,"Horror,Mystery,Sci-Fi",nm0782900,nm0558182
tt0285531,5.5,136,"Drama,Horror,Sci-Fi",nm0001410,nm0000151
tt0285742,7.1,111,"Drama,Romance",nm0286975,nm0000671
tt0285823,6.3,102,"Action,Crime,Thriller",nm0001675,nm0000104
tt0286106,6.8,106,"Drama,Mystery,Sci-Fi",nm0796117,nm0000154
tt0286112,7.3,113,"Action,Comedy,Fantasy",nm0159507,nm0159507
tt0286244,7.7,80,"Adventure,Animation,Comedy",nm0158984,nm1379544
tt0286499,6.7,112,"Comedy,Drama,Romance",nm0149446,nm0619406
tt0286716,5.6,138,"Action,Sci-Fi",nm0000487,nm0051509
tt0286751,6.5,119,"Horror,Mystery,Sci-Fi",nm0475905,nm0441964
tt0286788,5.8,105,"Comedy,Drama,Family",nm0330140,nm0004789
tt0287467,7.9,112,"Drama,Mystery,Romance",nm0000264,nm0282936
tt0287717,5.3,100,"Action,Adventure,Comedy",nm0001675,nm0891786
tt0287978,5.3,103,"Action,Crime",nm0425756,nm0000255
tt0288045,5.2,88,"Action,Comedy,Fantasy",nm0150906,nm0000329
tt0288477,5.5,91,Horror,nm0065284,nm0000523
tt0289043,7.5,113,"Drama,Horror,Sci-Fi",nm0000965,nm0614165
tt0289765,7.2,124,"Crime,Drama,Thriller",nm0711840,nm0000164
tt0289848,5.9,96,"Comedy,Crime",nm0000601,nm0000134
tt0289879,7.6,113,"Drama,Sci-Fi,Thriller","nm0107774,nm0344259",nm0005110
tt0289992,7.5,130,"Crime,Drama,Thriller",nm0000570,nm0000228
tt0290002,6.3,115,"Comedy,Romance",nm0005366,nm0001774
tt0290095,5.4,98,"Action,Comedy,Sci-Fi",nm1019493,nm0000329
tt0290334,7.4,134,"Action,Sci-Fi,Thriller",nm0001741,nm0001772
tt0290673,7.3,97,"Crime,Drama,Mystery",nm0637615,nm0000899
tt0291341,6.4,99,"Comedy,Crime,Drama",nm1032759,nm0005068
tt0291350,7.8,87,"Animation,Drama,Fantasy",nm0464804,nm0796153
tt0292490,8.1,183,"Comedy,Drama,Romance",nm1027719,nm0451148
tt0292506,6.6,115,"Action,Thriller",nm0002044,nm0000199
tt0292644,6.6,110,"Comedy,Drama,Romance",nm0000812,nm0004735
tt0292963,7.3,117,"Crime,Drama,Thriller",nm0001486,nm0000450
tt0293007,7.5,145,"Crime,Drama",nm0002199,nm0246570
tt0293429,6.0,110,"Action,Adventure,Fantasy",nm2585406,nm1167985
tt0293508,7.2,143,"Drama,Musical,Romance",nm0001708,nm0124930
tt0293564,6.2,91,"Action,Comedy,Crime",nm0711840,nm0000329
tt0293662,6.8,92,"Action,Crime,Thriller","nm0504642,nm0477035",nm0005458
tt0293715,8.0,137,"Comedy,Drama,Romance",nm1030706,nm1028580
tt0293815,5.8,85,"Comedy,Drama",nm1048560,nm0001084
tt0294357,6.4,127,"Adventure,Drama,Romance",nm0132709,nm0654110
tt0294870,6.8,135,"Drama,Musical,Romance",nm0001060,nm0004875
tt0295178,6.2,94,"Action,Adventure,Comedy",nm0005366,nm0000196
tt0295254,3.4,101,"Crime,Horror,Thriller",nm0540532,nm0001151
tt0295297,7.4,161,"Adventure,Family,Fantasy",nm0001060,nm0705356
tt0295427,3.3,80,"Adventure,Comedy,Family",nm0086690,nm0001022
tt0295700,6.1,84,"Horror,Thriller",nm0003343,nm0244630
tt0295701,5.8,124,"Action,Adventure,Thriller",nm0003418,nm0004874
tt0295721,5.8,84,"Action,Comedy,Crime",nm0470443,nm0618651
tt0296042,7.0,129,"Action,Crime,Drama",nm0586281,nm0038355
tt0296572,6.6,119,"Action,Adventure,Sci-Fi",nm0878638,nm0004874
tt0297181,5.4,97,"Action,Adventure,Comedy",nm0858525,nm0000552
tt0297284,6.3,106,"Crime,Horror,Thriller",nm0001317,nm0000174
tt0297884,7.3,107,"Drama,Romance",nm0001331,nm0000194
tt0298130,7.1,115,"Horror,Mystery",nm0893659,nm0915208
tt0298148,7.3,93,"Adventure,Animation,Comedy","nm0970447,nm0038432,nm0011470",nm0000196
tt0298203,7.2,110,"Drama,Music",nm0000436,nm0004896
tt0298228,7.5,101,"Drama,Family",nm0138927,nm1095720
tt0298814,5.5,135,"Action,Adventure,Sci-Fi",nm0000750,nm0001173
tt0298845,7.7,105,Drama,nm0006487,nm0175916
tt0299172,5.4,76,"Adventure,Animation,Comedy","nm0278181,nm0998551",nm0001132
tt0299658,7.2,113,"Comedy,Crime,Musical",nm0551128,nm0000250
tt0299930,2.6,121,"Comedy,Crime,Romance",nm0000976,nm0000255
tt0299977,7.9,120,"Action,Adventure,Drama",nm0955443,nm0001472
tt0300051,6.2,102,"Comedy,Drama,Romance",nm0003620,nm0000255
tt0300140,7.8,109,"Crime,Drama",nm0600546,nm0968541
tt0300471,6.2,114,"Action,Adventure,Comedy",nm0229694,nm0000329
tt0300532,5.7,104,"Drama,Romance,Sport",nm0007082,nm0098378
tt0300556,5.6,116,"Action,Adventure,Sci-Fi",nm0001149,nm0908094
tt0301199,7.3,97,"Crime,Drama,Thriller",nm0001241,nm0252230
tt0301357,7.7,121,"Comedy,Drama,Romance",nm0065615,nm0117709
tt0301470,5.6,106,Horror,nm0759207,nm0106534
tt0302640,5.5,104,"Comedy,Fantasy",nm0103744,nm0001705
tt0302886,7.0,88,Comedy,nm0680846,nm0005561
tt0303361,6.6,93,"Comedy,Drama,Horror",nm1031246,nm0079374
tt0303714,6.3,102,"Comedy,Drama",nm1103162,nm0001084
tt0303816,5.6,93,Horror,nm0744834,nm0480465
tt0303933,5.9,118,"Comedy,Drama,Music",nm0831690,nm0134244
tt0304141,7.9,142,"Adventure,Family,Fantasy",nm0190859,nm0705356
tt0304415,6.5,117,Drama,nm0001565,nm0000210
tt0304669,5.7,104,"Comedy,Family,Fantasy",nm0501185,nm0000741
tt0305206,7.4,101,"Biography,Comedy,Drama","nm0075849,nm0700301",nm0316079
tt0305224,6.2,106,Comedy,nm0781842,nm0000197
tt0305357,4.9,106,"Action,Adventure,Comedy",nm0629334,nm0000106
tt0305669,5.6,105,Comedy,nm0788202,nm0000188
tt0305711,5.4,95,"Comedy,Romance",nm0506613,nm0005110
tt0306047,5.5,84,Comedy,nm0001878,nm0267506
tt0306685,5.8,101,"Action,Crime,Drama",nm0005647,nm0001472
tt0306841,5.5,94,"Adventure,Comedy,Family",nm0266302,nm0240381
tt0307453,6.0,90,"Adventure,Animation,Comedy","nm0074426,nm0421776,nm1224299",nm0000226
tt0307479,6.2,99,"Drama,Mystery,Romance",nm0001752,nm0000123
tt0307901,7.6,135,Drama,nm0000490,nm0001570
tt0307987,7.1,92,"Comedy,Crime,Drama",nm0959062,nm0000671
tt0308055,7.0,117,"Biography,Drama,History",nm0000389,nm0000164
tt0308152,6.5,85,"Adventure,Horror,Mystery","nm1125131,nm1125458",nm0936403
tt0308208,3.6,91,"Action,Crime,Mystery",nm1126346,nm0000104
tt0308379,6.7,101,"Drama,Horror,Mystery",nm0620378,nm0475878
tt0308383,6.2,106,"Drama,Romance,Thriller",nm0000914,nm0000164
tt0308506,5.3,99,"Comedy,Family,Fantasy",nm0776271,nm0510168
tt0308644,7.7,106,"Biography,Drama,Family",nm0286975,nm0000136
tt0309377,6.4,110,"Action,Crime,Drama",nm0000142,nm0000142
tt0309530,6.3,101,"Comedy,Romance",nm0715636,nm0000191
tt0309593,6.2,90,"Horror,Thriller",nm0254786,nm0176882
tt0309698,7.3,90,"Mystery,Thriller",nm0003506,nm0000131
tt0309987,7.1,115,"Drama,Romance",nm0000934,nm0685856
tt0310281,7.2,91,"Comedy,Music",nm0001302,nm0001302
tt0310775,7.5,129,"Crime,Drama,Thriller",nm0661791,nm0814280
tt0310793,8.0,120,"Crime,Documentary,Drama",nm0601619,nm0601619
tt0310910,6.6,97,"Crime,Thriller",nm0001226,nm0122653
tt0311113,7.4,138,"Action,Adventure,Drama",nm0001837,nm0000128
tt0311289,7.0,117,"Adventure,Comedy,Drama",nm0001112,nm0479471
tt0311429,5.8,110,"Action,Adventure,Fantasy",nm0635759,nm0000125
tt0311519,7.6,97,"Comedy,Drama,Romance",nm0442454,nm0671326
tt0312004,7.5,85,"Adventure,Animation,Comedy","nm0101508,nm0661910",nm0758608
tt0312528,4.0,82,"Adventure,Comedy,Family",nm0919514,nm0000196
tt0312549,6.8,98,"Biography,Crime,Drama",nm0001708,nm0000949
tt0312843,6.5,99,"Crime,Drama,Horror",nm0814469,nm0410903
tt0313443,6.5,105,"Crime,Drama,Mystery",nm0002083,nm0000243
tt0313542,7.1,127,"Crime,Drama,Thriller",nm0001219,nm0000131
tt0313737,6.1,101,"Comedy,Romance",nm0492909,nm0000113
tt0313792,6.3,108,"Comedy,Romance",nm0000095,nm0000095
tt0313911,5.1,102,"Action,Adventure,Comedy",nm0958969,nm0005260
tt0314063,5.9,103,"Drama,Sci-Fi,Thriller",nm0082094,nm1080320
tt0314331,7.6,135,"Comedy,Drama,Romance",nm0193485,nm0000424
tt0314353,6.6,121,"Action,Drama,Thriller",nm0298807,nm0000246
tt0314412,7.4,106,"Drama,Romance",nm0170043,nm0001631
tt0314498,5.6,93,"Comedy,Crime,Drama",nm0005367,nm0424060
tt0315297,5.3,97,"Crime,Drama,Mystery",nm0442241,nm0000171
tt0315327,6.8,101,"Comedy,Fantasy",nm0001723,nm0000120
tt0315733,7.6,124,"Crime,Drama,Thriller",nm0327944,nm0000576
