tconst,averageRating,numVotes,runtimeMinutes,genres,directors,writers,actor
tt1280558,8.1,79910,104,"Action,Crime,Drama",nm3109770,nm3109770,nm0451600
tt1282140,7.0,398832,92,"Comedy,Drama,Romance",nm0323239,nm1421629,nm1297015
tt12823454,5.6,29174,109,"Comedy,Romance",nm0112459,nm0112459,nm0000702
tt12834962,5.2,25686,108,"Comedy,Drama,Family",nm2399862,"nm2837117,nm2402576",nm0474774
tt12838766,6.5,26776,136,"Action,Adventure,Drama",nm3644812,"nm3644812,nm12293201,nm12293202",nm3609366
tt12844910,6.1,132406,146,"Action,Adventure,Thriller",nm1893457,"nm1356270,nm1063072,nm1893457",nm0451321
tt1284575,5.6,206328,92,"Comedy,Romance",nm0440458,"nm1969144,nm1072409",nm0000139
tt1285009,5.2,32355,85,Horror,nm1266897,"nm1052162,nm2406892",nm0376716
tt1285016,7.8,717299,120,"Biography,Drama",nm0000399,"nm0815070,nm0583826",nm0251986
tt1285241,7.0,55005,148,"Action,Crime,Thriller",nm1027719,"nm1027719,nm0015287,nm0451311,nm6167937,nm8661566",nm0451321
tt1285309,6.4,41008,96,"Comedy,Drama",nm0097517,"nm0227870,nm0097517",nm0000193
tt1286537,7.8,51576,94,"Documentary,News",nm0448422,"nm0448422,nm1015409,nm0731324",nm2293679
tt12873562,5.3,23559,105,"Horror,Thriller",nm3701612,nm1397455,nm2812026
tt1288403,5.3,25973,97,"Action,Adventure,Sci-Fi",nm0404882,"nm0745330,nm0500609,nm0002041,nm3191486",nm0000185
tt1288558,6.5,177971,91,Horror,nm1793079,"nm1793079,nm2140186,nm0000600",nm3994408
tt12888462,8.1,57477,85,Documentary,"nm11813828,nm1624755","nm11813828,nm1624755",nm0287741
tt1289401,6.8,235752,117,"Action,Comedy,Fantasy",nm0082450,"nm1767754,nm0082450,nm0718645,nm0000101,nm0000601",nm0565250
tt1289403,7.3,48695,124,"Drama,Romance,War",nm0001565,"nm0740400,nm0393495,nm0080120,nm3125462,nm3125143",nm3726887
tt1289406,7.2,89157,103,"Action,Crime,Drama",nm2905562,nm0949558,nm0000323
tt12908110,6.0,32912,104,"Drama,Horror,Mystery",nm0359387,"nm0359387,nm0000175",nm0000661
tt1291150,5.8,213793,101,"Action,Adventure,Comedy",nm0509448,"nm0032227,nm0625858,nm2489193,nm0481990,nm0247653",nm1083271
tt1291570,6.4,65201,101,"Crime,Drama,Mystery",nm4139472,"nm0047489,nm0341372",nm0000164
tt1291580,7.0,44279,118,"Biography,Drama,Music",nm0001752,"nm0481418,nm1281443,nm5674732",nm0000140
tt1291584,8.2,479271,140,"Action,Drama,Sport",nm0640334,"nm0640334,nm3294574,nm0233561",nm0362766
tt1292566,6.1,90494,110,"Comedy,Drama,Romance",nm0228542,"nm0463359,nm0799050,nm1401416,nm0875710",nm0424848
tt1293847,5.2,93920,107,"Action,Adventure,Thriller",nm0142286,"nm0929186,nm2400444",nm0004874
tt1294226,6.0,89578,108,"Drama,Music,Romance",nm1455688,"nm0817023,nm3491486",nm1415323
tt1294688,6.5,49554,93,"Drama,Romance",nm1127653,nm1127653,nm0461136
tt1294970,5.7,23023,83,"Comedy,Drama",nm0004675,"nm0850044,nm0206646",nm0000245
tt1296898,5.9,20092,95,"Comedy,Drama,Romance",nm0005077,nm0011376,nm1377375
tt1297919,6.1,88511,97,"Action,Crime,Thriller",nm1714255,"nm2914162,nm2012698",nm0005458
tt1298644,5.4,62124,93,"Comedy,Crime",nm1128050,"nm0788630,nm0377417,nm0490958,nm2356614",nm0004266
tt1298649,5.7,129923,102,"Comedy,Sci-Fi",nm1676223,"nm2972864,nm0736622,nm1698571",nm0001774
tt1298650,6.6,537619,137,"Action,Adventure,Fantasy",nm0551128,"nm0254645,nm0744429,nm0064181,nm0938684,nm0694627",nm0000136
tt12987894,7.2,29913,83,"Crime,Documentary",nm1850516,doc,nm11957672
tt12996154,2.6,21324,111,"Drama,Romance","nm1705578,nm1372836","nm6346155,nm10947022,nm1372836",nm11110971
tt1300851,6.2,65447,118,"Action,Thriller",nm0240627,"nm0240627,nm1232198",nm0001218
tt1300854,7.1,863188,130,"Action,Adventure,Sci-Fi",nm0000948,"nm1510800,nm0000948,nm0498278,nm1411347,nm1293367,nm0456158,nm1979137,nm2137463",nm0000375
tt1302006,7.8,399159,209,"Biography,Crime,Drama",nm0000217,"nm0001873,nm3153307",nm0000134
tt1302011,7.2,295135,90,"Action,Adventure,Animation",nm0950775,"nm0008743,nm0074184,nm0717550,nm0903456",nm0085312
tt1302067,4.6,22584,81,"Adventure,Animation,Comedy",nm0108094,"nm0893262,nm0827985,nm0178589,nm0053484,nm0360253",nm0000101
tt13024674,6.4,80956,127,"Action,Comedy,Crime",nm0777788,"nm0811583,nm8748334",nm0777788
tt13028258,7.7,24016,128,"Drama,Thriller",nm5880364,"nm5880364,nm8004807,nm1238337",nm4417069
tt1303828,6.7,37126,101,"Comedy,Crime,Drama",nm0824220,nm0824220,nm0000437
tt1305797,7.1,28482,155,"Action,Sci-Fi,Thriller",nm0788171,"nm4157919,nm1618886,nm0788171,nm0837675",nm0707425
tt1305806,8.2,212786,129,"Drama,Mystery,Romance",nm0002728,"nm3160078,nm0002728",nm0201857
tt1306980,7.6,334833,100,"Comedy,Drama,Romance",nm1349522,nm1672425,nm0330687
tt1307068,6.7,116357,101,"Adventure,Comedy,Drama",nm1032521,nm1032521,nm0136797
tt1308728,5.4,29178,91,"Action,Comedy,Crime",nm0005008,"nm1787651,nm1032300",nm0565250
tt1308729,5.7,50936,92,"Action,Crime,Thriller",nm0001353,"nm0131947,nm1989798,nm5631325",nm0000230
tt13109952,6.9,23991,113,"Action,Comedy,Horror",nm2482088,"nm2482088,nm3479369,nm3480267",nm0636426
tt1311067,4.8,56980,105,Horror,nm0957772,nm0957772,nm0174021
tt1311071,6.4,39478,104,"Biography,Drama,Romance",nm1045865,"nm3169656,nm1045865",nm0705356
tt1313092,7.2,58710,113,"Crime,Drama,Thriller",nm2391575,nm2391575,nm3306943
tt13130948,5.3,27153,142,"Action,Comedy,Drama",nm2539328,"nm4990507,nm2539328,nm1894520",nm4449711
tt1313104,8.4,50233,92,"Biography,Crime,Documentary",nm2694309,nm0598531,nm0639337
tt13131232,7.4,40642,129,"Action,Drama,History",nm7424077,"nm5151578,nm2748159,nm4856427",nm3289096
tt1314228,4.9,41402,103,"Comedy,Drama,Romance",nm0492909,nm0492909,nm0000424
tt13143964,6.6,144506,95,Comedy,nm0938471,"nm0056187,nm0385630,nm2255631,nm0063165,nm1106214,nm0563243,nm2773070,nm1745272,nm4988577",nm0056187
tt1314655,6.3,150344,80,"Horror,Mystery,Thriller",nm0235719,"nm0625198,nm0796117",nm0582149
tt1315981,7.5,114456,99,"Crime,Drama,Romance",nm1053530,"nm0410877,nm1053530,nm3179694",nm0000147
tt1316037,1.7,24218,105,"Fantasy,Horror,Mystery",nm1343100,nm1343100,nm3180472
tt1316536,6.6,42106,84,"Crime,Horror",nm2015237,nm2015237,nm1882152
tt1318514,7.6,536847,105,"Action,Drama,Sci-Fi",nm1012501,"nm0415425,nm0798646,nm0099541",nm0290556
tt1318517,6.3,20814,132,"Adventure,Comedy,Drama",nm0000416,"nm0000416,nm0342617,nm0148859",nm0274574
tt1320239,6.1,20800,91,"Comedy,Crime,History",nm0000484,"nm0039328,nm1319618",nm0047155
tt1320244,5.7,50670,87,"Horror,Mystery,Thriller",nm0821844,"nm1428204,nm0348640",nm0264579
tt1320253,6.4,351231,103,"Action,Adventure,Thriller",nm0000230,"nm1709264,nm0000230",nm0000230
tt1320261,4.9,71050,85,"Adventure,Comedy,Family",nm1224299,"nm0830294,nm0831557,nm0842605",nm0085312
tt1320291,5.8,20016,94,"Adventure,Drama,Horror",nm0871188,nm0871188,nm0909935
tt1321509,5.7,51567,92,"Comedy,Drama",nm0001438,nm1918877,nm0001674
tt1321510,7.3,48807,143,"Drama,Musical,Romance",nm0160840,"nm3730005,nm0592135",nm6588867
tt1321511,5.8,77778,104,"Action,Drama,Mystery",nm0000490,nm0698873,nm0000982
tt1321860,6.6,49738,91,Drama,nm0000149,nm3189831,nm0000154
tt1321870,6.7,218236,113,"Action,Crime,Drama",nm0281508,"nm3263825,nm4624299",nm0000576
tt1322269,7.2,92398,121,"Comedy,Drama",nm0920274,nm0504832,nm0000658
tt1322312,6.3,59094,103,"Comedy,Romance",nm0123379,nm3192484,nm0000106
tt13223398,5.6,30879,93,"Action,Adventure,Drama",nm0466349,"nm4003337,nm0257513",nm13952911
tt1322930,6.8,21327,113,"Drama,Romance",nm1463981,nm1463981,nm2115236
tt1323045,6.2,76113,93,"Adventure,Drama,Mystery",nm1697112,nm1697112,nm0039162
tt1323594,7.6,556675,95,"Adventure,Animation,Comedy","nm1853544,nm0719208","nm0666791,nm0202425,nm0655053",nm0136797
tt1324059,7.6,32337,138,"Comedy,Drama,Romance",nm2209781,"nm2209781,nm1145539",nm1633541
tt1324999,4.9,244937,117,"Adventure,Drama,Fantasy",nm0174374,"nm0742279,nm2769412",nm0829576
tt1325004,5.0,250622,124,"Action,Adventure,Drama",nm1720541,"nm0742279,nm2769412",nm0829576
tt1326972,7.5,24697,142,"Action,Adventure,Drama",nm0000247,"nm0000247,nm1502082,nm1171056,nm2370726,nm0526824",nm0504897
tt1327035,7.9,31245,144,"Comedy,Drama,Romance",nm0440604,"nm0154158,nm1867717,nm0003939,nm0440604",nm1867717
tt1327194,6.4,110612,101,"Drama,Mystery,Romance",nm0382956,"nm3391497,nm0817023",nm1374980
tt1327773,7.2,117110,132,"Biography,Drama",nm0200005,"nm0834960,nm1665973",nm0001845
tt13314558,6.1,81172,113,"Action,Comedy,Fantasy",nm0675102,"nm11996939,nm8748334",nm0004937
tt13320622,6.1,130861,112,"Action,Adventure,Comedy","nm1887480,nm1519639","nm3349927,nm1401416,nm1519639,nm1887480,nm1164861",nm0000113
tt13320662,6.7,24888,117,"Adventure,Comedy,Drama",nm1349376,"nm1115862,nm1911349",nm0597388
tt13327038,6.3,42236,118,Comedy,nm3066492,"nm4916283,nm3066492",nm6161516
tt1333125,4.3,107888,94,Comedy,"nm0192090,nm2455747,nm0711840,nm0001162,nm0139867,nm0006969,nm0109359,nm1158962,nm2086105,nm0644022,nm0268380,nm1743387,nm0348181","nm2415313,nm2326580,nm0088546,nm3913565,nm2455747,nm3287345,nm3666380,nm5621285,nm5621400,nm5621376,nm0137800,nm1743387,nm2032481,nm1158962,nm0765563,nm1856892,nm0698119,nm0348181,nm0644022,nm2695453",nm1297015
tt1334102,5.3,28776,91,"Crime,Drama,Horror",nm0427037,"nm0427037,nm0650601",nm0005476
tt1334260,7.1,148385,103,"Drama,Romance,Sci-Fi",nm0738796,"nm0410958,nm0307497",nm0461136
tt1334512,5.7,52323,110,"Comedy,Romance",nm0934864,"nm0063165,nm0330619",nm1258970
tt1334553,6.7,27576,93,"Comedy,Crime,Thriller",nm1204442,"nm1204442,nm2032824",nm0001383
tt13352968,7.2,27624,97,"Comedy,Drama",nm1170520,nm1113539,nm0000668
tt1335975,6.2,163779,128,"Action,Drama,Fantasy",nm0727754,"nm0604555,nm0024925,nm1023578",nm0000206
tt1336608,5.9,79669,123,"Comedy,Drama,Musical",nm0788202,"nm0857620,nm0195476,nm1615610",nm2584600
tt1336617,6.3,36052,91,"Comedy,Drama,Romance","nm0243231,nm0243233","nm0243233,nm0243231",nm0000604
tt1340107,7.6,40682,118,"Drama,Romance",nm0081540,"nm0421314,nm0081540,nm0630955",nm0675409
tt1340138,6.3,282720,126,"Action,Adventure,Sci-Fi",nm0851930,"nm0436164,nm0527261,nm0000116,nm0005036",nm0000216
tt13403046,6.7,61012,114,"Horror,Thriller",nm6470216,nm2808340,nm8402992
tt1340800,7.0,205486,127,"Drama,Mystery,Thriller",nm0019247,"nm0494170,nm2091799,nm1661186",nm0000198
tt1341167,7.3,79754,97,"Comedy,Crime,Drama",nm0606439,"nm0606439,nm1095060,nm1104036,nm1006581",nm0011451
tt1341188,5.4,52521,121,"Comedy,Drama,Romance",nm0000985,nm0000985,nm0000702
tt1343092,7.2,560016,143,"Drama,Romance",nm0525303,"nm0525303,nm0668902,nm0280234",nm0000138
tt1343097,7.3,72866,147,"Crime,Drama,Thriller",nm0019242,"nm0296926,nm2297183,nm0752968",nm0638824
tt1343727,7.1,280559,95,"Action,Crime,Sci-Fi",nm0871428,"nm0905957,nm0264338,nm0307497",nm0881631
tt13449624,6.1,37809,148,"Comedy,Drama,Family",nm3262433,"nm4856427,nm5147563,nm5326250,nm4082640",nm3315894
tt13453006,7.1,26948,130,"Comedy,Drama",nm0048918,"nm0048918,nm2022341",nm0005350
tt13456318,5.8,31421,108,"Drama,Romance",nm5386710,"nm0060103,nm8640890,nm0000807",nm0001290
tt1345836,8.4,1728473,164,"Action,Drama,Thriller",nm0634240,"nm0634300,nm0634240,nm0275286,nm0004170",nm0000288
tt13491110,6.7,41447,138,"Action,Crime,Drama",nm0542498,"nm0542498,nm3871075,nm7694530,nm3642592,nm12325679",nm0006795
tt1349451,6.2,21955,91,"Comedy,Drama",nm1637768,nm9991049,nm0004950
tt13510660,7.1,41686,103,"Crime,Drama,Thriller","nm0534879,nm14184663","nm0534879,nm2097349",nm4449711
tt1351685,6.2,141933,114,"Action,Adventure,Fantasy",nm0001741,"nm0501359,nm0003160,nm0836081,nm0229694",nm0396558
tt1352824,6.3,75215,96,Thriller,nm0000382,"nm0933379,nm0284774",nm0000194
tt1355630,6.7,125296,107,"Drama,Fantasy,Music",nm0191712,"nm0189272,nm3259208",nm1631269
tt1355631,7.0,75678,127,"Biography,Crime,Drama",nm1026778,"nm5984688,nm2452397",nm0186505
tt1355644,7.0,417210,116,"Drama,Romance,Sci-Fi",nm0878763,nm3123612,nm2225369
tt1355683,6.9,184703,123,"Biography,Crime,Drama",nm0178376,"nm3286851,nm0125336,nm3251662,nm3238883",nm0000136
tt13560574,6.6,121928,105,"Horror,Mystery,Thriller",nm1488800,nm1488800,nm5301405
tt1356864,6.2,23127,108,"Comedy,Drama,Music",nm0000729,"nm0000729,nm0001618",nm0001618
tt1360860,7.9,54682,119,"Drama,Mystery",nm1410815,"nm1410815,nm1011363",nm0267042
tt13610562,4.7,26003,126,Comedy,nm0031976,"nm0031976,nm0103702",nm10036531
tt1361336,5.2,36868,101,"Adventure,Animation,Comedy",nm1103162,"nm0360253,nm0053484,nm8213708",nm1631269
tt1374989,5.8,58029,108,"Action,Comedy,Fantasy",nm0824882,"nm0824882,nm0000807,nm0334381",nm4141252
tt1374992,6.3,72738,109,"Drama,Fantasy,Romance",nm0812626,"nm0812626,nm0024887,nm0536421",nm0836343
tt1375666,8.8,2391339,148,"Action,Adventure,Sci-Fi",nm0634240,nm0634240,nm0000138
tt1375670,5.9,258269,102,Comedy,nm0240797,"nm0001191,nm0937748",nm0001191
tt1379177,6.7,27023,100,"Crime,Thriller",nm2128335,nm2128335,nm2605345
tt1379182,7.2,99775,97,"Drama,Thriller",nm0487166,"nm3328207,nm0487166",nm1176651
tt1381404,6.4,34143,125,"Drama,Thriller",nm0000602,"nm0229644,nm1428002",nm0000602
tt13833688,7.8,115718,117,Drama,nm0004716,nm5926708,nm0000409
tt13841850,6.1,48831,100,"Drama,Fantasy,Horror",nm0307497,nm0307497,nm2976580
tt1385826,7.0,261591,106,"Romance,Sci-Fi,Thriller",nm1079776,"nm1079776,nm0001140",nm0000354
tt1385867,5.5,89056,107,"Action,Comedy,Crime",nm0003620,"nm0191523,nm0191502",nm0000246
tt1386588,6.6,275312,107,"Action,Comedy,Crime",nm0570912,"nm0570912,nm0376260",nm0002071
tt1386697,5.9,695310,123,"Action,Adventure,Fantasy",nm0043742,"nm0043742,nm1694619",nm0000226
tt1386703,6.2,258518,118,"Action,Adventure,Sci-Fi",nm0936482,"nm0934483,nm0093560,nm0795953,nm0639321,nm0693956,nm0325778",nm0268199
tt1386932,7.5,107331,108,"Action,Biography,Drama",nm0948159,"nm5335213,nm5540383,nm2774833",nm0947447
tt13873302,6.5,25217,102,"Adventure,Drama,History",nm0282425,"nm0182666,nm12245945,nm0586560",nm0182666
tt1389072,5.8,114835,135,"Drama,Fantasy,Sci-Fi",nm0668247,"nm0668247,nm0852591",nm0000354
tt1389096,6.4,56376,95,"Comedy,Crime,Thriller",nm0001770,nm1202838,nm0000199
tt1389127,5.7,20754,105,"Crime,Drama,History",nm0542642,nm1314271,nm0941777
tt1389137,7.1,146373,124,"Comedy,Drama,Family",nm0001081,"nm0112459,nm0001081,nm3349167",nm0000354
tt1390411,6.9,142354,122,"Action,Adventure,Biography",nm0000165,"nm0495378,nm0415425,nm0798646,nm1090930",nm1165110
tt13919802,6.5,22054,147,"Action,Drama,Sport",nm1025280,"nm5081752,nm1249419,nm1025280",nm4731677
tt1392170,7.2,937060,142,"Action,Adventure,Sci-Fi",nm0002657,"nm0002657,nm1056741,nm0712753",nm2225369
tt1392190,8.1,1020870,120,"Action,Adventure,Sci-Fi",nm0004306,"nm0004306,nm0565068,nm0490147",nm0362766
tt1392214,8.1,736044,153,"Crime,Drama,Mystery",nm0898288,nm3360706,nm0413168
tt1396218,6.0,100523,94,"Comedy,Family,Fantasy",nm0914132,"nm1890845,nm1898234,nm2972864,nm4360800,nm4361074",nm0000120
tt1396484,7.3,562714,135,Horror,nm0615592,"nm1286060,nm1560977,nm2477891,nm0000175",nm0803889
tt1397280,6.2,312164,92,"Action,Crime,Thriller",nm0576298,"nm0000108,nm0436543",nm0000553
tt1397514,5.7,107116,94,"Action,Adventure,Comedy",nm0679031,"nm0348160,nm0348208,nm0653693,nm0894523",nm1242688
tt1398426,7.8,207339,147,"Biography,Drama,History",nm0336620,"nm6707680,nm0075696,nm0767655,nm0921023",nm6578009
tt1399103,6.2,415518,154,"Action,Adventure,Sci-Fi",nm0000881,nm0472567,nm0479471
tt1399683,7.1,145453,100,"Drama,Mystery",nm0335138,"nm0335138,nm1367893,nm0940410",nm2225369
tt1401143,6.6,30165,84,"Adventure,Fantasy,Horror",nm1118351,"nm1118351,nm1118352,nm0427058,nm0662883",nm0866918
tt1401152,6.8,264517,113,"Action,Mystery,Thriller",nm1429471,"nm0124700,nm0180508,nm0885857",nm0000553
tt1402488,5.8,45966,117,"Adventure,Animation,Comedy","nm0004306,nm0248495,nm1668276","nm0004306,nm0248495,nm0171253,nm0515282,nm0171722,nm0606688",nm0000704
tt1403177,6.9,53050,106,"Comedy,Drama",nm1127632,"nm1127632,nm2391575,nm3462823",nm0330687
tt1403865,7.6,345045,110,"Drama,Western","nm0001053,nm0001054","nm0001054,nm0001053,nm0692427",nm0000313
tt14039582,7.6,55851,179,Drama,nm3152327,"nm1633142,nm3152327,nm5087531",nm0632689
tt1403981,7.1,150338,113,"Drama,Romance",nm0002339,nm3391497,nm1500155
tt14042066,4.6,20231,132,"Drama,Fantasy,Mystery",nm0440604,"nm10134906,nm1079062",nm3966456
tt1405365,6.6,32402,92,"Comedy,Drama,Romance",nm1767218,"nm0429069,nm0566489",nm0429069
tt14060094,4.8,20438,104,"Action,Drama,Thriller",nm0931251,"nm12235649,nm0931251,nm12339173",nm0000553
tt14079374,7.7,27377,101,"Adventure,Documentary,Sport",nm4861887,"nm1578836,nm4861887",nm11098641
tt1408101,7.7,487777,132,"Action,Adventure,Sci-Fi",nm0009190,"nm0649460,nm0476064,nm0511541,nm0734472",nm1517976
tt1408253,6.1,117531,99,"Action,Comedy,Crime",nm1103162,"nm0177637,nm1727621,nm0006534,nm0542062",nm0001084
tt1409024,6.8,370342,106,"Action,Adventure,Comedy",nm0001756,"nm1000113,nm0192384",nm0000226
tt1410063,7.5,53943,146,"Drama,History,Romance",nm0955443,"nm0514936,nm0945802",nm0000288
tt14107554,7.6,40033,125,"Comedy,Drama",nm2262547,"nm3844619,nm1330994,nm1937760",nm0045393
tt14109724,6.2,44494,104,"Comedy,Romance",nm0662530,"nm0662530,nm1780206",nm0000123
tt1411238,6.2,235249,108,"Comedy,Romance",nm0718645,"nm2057975,nm0759986",nm0000204
tt1411250,6.4,171161,119,"Action,Adventure,Sci-Fi",nm0878638,"nm0878638,nm0923646,nm0003117",nm0004874
tt14114802,7.1,50670,105,"Crime,Drama,Mystery",nm2441699,"nm2441699,nm0565611",nm0753314
tt1411697,6.5,510192,102,Comedy,nm0680846,"nm0563301,nm0035905,nm0680846,nm0524190,nm0601859",nm0177896
tt1411704,5.4,35291,95,"Adventure,Animation,Comedy",nm0384722,"nm0666791,nm0202425,nm0528244",nm1258970
tt1412386,7.2,96975,124,"Comedy,Drama,Romance",nm0006960,"nm0662530,nm0595738",nm0001132
tt1412528,5.8,29586,87,"Comedy,Drama,Romance",nm0998825,"nm0243233,nm0243231,nm0998825",nm0447695
tt14128670,6.3,34767,89,"Crime,Drama,Thriller",nm0001752,nm0462895,nm2368789
tt1413492,6.5,84985,130,"Action,Drama,History",nm3350420,"nm0848217,nm0185976,nm3066678",nm1165110
tt1413495,5.6,38452,106,"Drama,Thriller",nm0525659,"nm0355699,nm1633356,nm0277511",nm2955013
tt14138650,6.6,98706,128,"Crime,Horror,Mystery",nm0178376,"nm0178376,nm3880787",nm0000288
tt1414382,5.7,52979,105,"Comedy,Romance",nm0275698,nm0420596,nm0068338
tt14152756,8.1,32190,89,"Adventure,Documentary",nm10293473,doc,nm10293473
tt1415283,6.1,34366,109,"Comedy,Family,Fantasy",nm1264352,"nm0000668,nm0104447",nm0000668
tt1416801,7.0,49542,106,"Biography,Crime,Drama",nm0378144,"nm0378144,nm1764933,nm1020913",nm0829032
tt14174940,4.6,25105,99,"Action,Adventure,Drama",nm2318689,"nm2318689,nm0064181",nm0665235
tt1418377,5.1,82225,92,"Action,Fantasy,Sci-Fi",nm0064181,"nm0064181,nm0340485,nm0791217",nm0001173
tt14208870,7.6,80315,151,Drama,nm0000229,"nm0000229,nm1065785",nm0931329
tt14209916,6.0,44135,95,"Comedy,Thriller",nm0006969,nm1843538,nm0005392
tt1421051,6.3,45538,97,"Comedy,Drama,Romance",nm0001068,nm0001068,nm0001151
tt1422136,6.2,29885,99,"Action,Adventure,Crime",nm1402202,"nm1402202,nm1402203",nm0627995
tt1423894,7.3,25555,134,"Comedy,Drama",nm0003557,"nm0725006,nm0465480",nm0316079
tt1423995,5.4,42112,105,"Drama,Thriller",nm0192845,nm0533666,nm0001570
tt1424310,6.0,23603,122,"Action,Adventure,Comedy",nm0000329,"nm0150894,nm0000329,nm8281888,nm0849282,nm0867262",nm0000329
tt1424381,6.4,235627,107,"Action,Adventure,Fantasy",nm0030735,"nm0514821,nm3360218,nm0859029,nm0859049",nm0004778
tt1424432,8.5,72308,106,"Biography,Documentary,Sport",nm0438090,nm3419321,nm0784389
tt1424797,7.4,30468,96,"Drama,Romance",nm0230859,nm0230859,nm0234237
tt14253846,6.6,24846,97,"Drama,Horror,Thriller",nm0846369,"nm0846369,nm1582843",nm1625296
tt1426329,6.2,41555,93,"Biography,Drama","nm0258531,nm0295243",nm1358354,nm1086543
tt1428538,6.1,210150,88,"Action,Fantasy,Horror",nm2482088,"nm2482088,nm0342278,nm0342303",nm0719637
tt14298328,6.3,20572,110,"Comedy,Drama,Romance",nm1393967,nm2046271,nm3929887
tt1430132,6.7,474661,126,"Action,Sci-Fi",nm0003506,"nm0093560,nm0291082",nm0413168
tt1430607,7.1,62851,97,"Adventure,Animation,Comedy","nm0176905,nm0809877","nm0063165,nm0809877",nm0564215
tt1430612,5.6,43099,90,"Action,Crime,Thriller",nm0216214,"nm0000108,nm1098947,nm3375122",nm0908094
tt1430615,6.5,20049,107,"Biography,Drama,Family",nm0477129,"nm0024856,nm0066764,nm11323314",nm0000106
tt1430626,6.7,49659,88,"Adventure,Animation,Comedy","nm0520485,nm0627920",nm2704527,nm0000424
tt14309446,5.1,35870,101,Comedy,nm0357453,nm0357453,nm0366389
tt1431045,8.0,1057032,108,"Action,Comedy",nm1783265,"nm1014201,nm1116660",nm0005351
tt1431181,7.4,30117,129,"Comedy,Drama",nm0005139,nm0005139,nm0000980
tt1433108,6.4,109291,98,"Action,Crime,Drama",nm0863387,"nm0311024,nm0311020",nm0425005
tt14331144,7.8,22375,105,"Action,Animation,Fantasy",nm4810022,"nm12013605,nm5003154",nm4533533
tt1433811,7.5,76782,115,"Drama,Thriller",nm0748066,nm0827632,nm0000867
tt1434447,7.5,21020,150,"Comedy,Drama",nm0024912,nm1156290,nm1633541
tt1435513,6.7,32417,100,"Biography,Comedy,Romance",nm0923330,"nm0245791,nm0550591,nm2717555",nm0350454
tt1436045,7.5,66640,141,"Action,Adventure,Drama",nm0586281,"nm0407474,nm9348321,nm0854976",nm0945131
tt1436562,6.9,234473,96,"Adventure,Animation,Comedy",nm0757858,"nm0757858,nm0427993,nm5333675,nm0722610,nm0827985,nm0893262,nm0363958",nm0251986
tt1437358,7.2,44216,102,"Crime,Drama,Horror",nm0049371,nm1157609,nm0869088
tt14376344,7.3,21663,107,"Comedy,Drama",nm4323708,nm4323708,nm4323708
tt1438176,6.4,109177,106,"Comedy,Horror",nm0318916,"nm0637497,nm0276169",nm0947338
tt1438254,6.4,63317,100,"Drama,Fantasy,Romance",nm0824882,"nm0668902,nm0171474,nm1639636",nm1374980
tt1439572,7.0,61470,92,"Drama,Romance,Sci-Fi",nm0533284,nm0007344,nm0000191
tt1440129,5.8,251119,131,"Action,Adventure,Sci-Fi",nm0000916,"nm0388377,nm0388375",nm0002907
tt1440161,6.2,29124,107,"Comedy,Drama,Fantasy",nm0975026,nm0920227,nm0005028
tt1440232,7.1,26022,154,"Comedy,Drama",nm0133899,nm0133899,nm0167388
tt1440292,7.3,92678,97,"Comedy,Drama,Romance",nm1547964,"nm1547964,nm3660914",nm1064292
tt1440345,6.7,36089,118,"Adventure,Comedy,Drama",nm0815204,"nm0815204,nm0176197",nm0000576
tt1440728,6.3,99398,105,"Action,Crime,Drama",nm0179221,"nm0423626,nm0095757",nm0000123
tt1441326,6.8,54196,102,"Drama,Mystery,Thriller",nm1699934,nm1699934,nm0647634
tt1441395,6.3,148015,108,"Drama,Horror,Mystery",nm0322242,"nm4157371,nm0322242,nm1480060,nm0995906",nm0424060
tt1441912,7.3,33645,123,"Comedy,Drama",nm0000389,"nm0000389,nm2098549",nm0000640
tt1441951,6.8,20630,98,"Comedy,Drama,Music",nm0000163,nm0367838,nm0001749
tt1441952,6.8,65726,107,"Comedy,Drama,Romance",nm0002120,"nm0064479,nm3468186",nm0000191
tt1441953,7.2,29516,129,"Biography,Drama,History",nm0448757,"nm1177837,nm1130708",nm2539953
tt14439896,6.5,23875,124,"Biography,Drama",nm6793979,nm6793979,nm0000242
tt14444726,7.5,64361,158,"Drama,Music",nm0276062,nm0276062,nm0000949
tt1446192,7.2,181503,97,"Action,Adventure,Animation",nm0709056,"nm1865755,nm0431622",nm0413168
tt1446714,7.0,618325,124,"Adventure,Mystery,Sci-Fi",nm0000631,"nm3123612,nm0511541,nm0639321,nm0795953",nm0636426
tt1447500,7.7,23637,147,"Action,Drama,Fantasy",nm1442514,"nm4034632,nm2353436,nm1442514,nm2375127,nm13659743",nm2776304
tt1448755,6.4,132413,116,"Action,Crime,Thriller",nm1834213,"nm3906411,nm0276399",nm0005458
tt1449283,7.1,26432,63,"Adventure,Animation,Comedy","nm0027459,nm2320658","nm0027459,nm3028768,nm0234837,nm2320658,nm4611078,nm1293044,nm2719311,nm3728874,nm0590316,nm0791615",nm0191906
tt1450321,7.0,111686,97,"Action,Comedy,Crime",nm1580671,"nm1580671,nm0920543",nm0564215
tt1452628,4.9,26666,92,"Horror,Mystery,Thriller",nm0026442,nm1097510,nm0159789
tt1453405,7.2,368105,104,"Adventure,Animation,Comedy",nm0768959,"nm0768959,nm0314870,nm0047916",nm0000345
